Material,Batch,SLED/BBD,Total Stock,Storage Type,Storage Bin
1000903.0,0002096657,2026-01-16,1386.0,DRY,2006044C
1001260.0,0002123464,2027-01-05,150.0,DRY,2006044B
1001260.0,0002123464,2027-01-05,2000.0,DRY,2006052A
1002488.0,1002423606,2026-08-13,2905.0,DRY,2004008A
1002488.0,1002423607,2026-08-13,2905.0,DRY,2004048A
1002488.0,1002423607,2026-08-13,2905.0,DRY,2006028A
1002488.0,1002423608,2026-08-13,2905.0,DRY,2004008A
1002488.0,1002423608,2026-08-13,2905.0,DRY,2006020A
1002488.0,1002423608,2026-08-13,2905.0,DRY,2006020A
1002488.0,1002423608,2026-08-13,2904.0,DRY,2006028A
1002488.0,1002423608,2026-08-13,2905.0,DRY,2006028A
1002488.0,1002423608,2026-08-13,2904.0,DRY,2006036A
1002488.0,1002423620,2026-08-13,2905.0,DRY,2004008A
1002488.0,1002423620,2026-08-13,2905.0,DRY,2004016A
1002488.0,1002423620,2026-08-13,2905.0,DRY,2004044A
1002488.0,1002423622,2026-08-13,2905.0,DRY,2006036A
1002488.0,1002423623,2026-08-13,2905.0,DRY,2006032A
1002488.0,1002424000,2026-08-17,2905.0,DRY,2004012A
1002488.0,1002424000,2026-08-17,2905.0,DRY,2004020A
1002488.0,1002424000,2026-08-17,2905.0,DRY,2006032A
1002488.0,1002424002,2026-08-17,2905.0,DRY,2004012A
1002488.0,1002424002,2026-08-17,2905.0,DRY,2006008A
1002488.0,1002424002,2026-08-17,2905.0,DRY,2006016A
1002488.0,1002424002,2026-08-17,2905.0,DRY,2006036A
1002488.0,1002424714,2026-08-24,2905.0,DRY,2006020A
1002488.0,1002424805,2026-08-25,2905.0,DRY,2006008A
1003527.0,0002146364,2025-12-14,1260.0,DRY,2006019D
1003551.0,0002122792,2025-10-14,1033.75,FRY,1330065D
1003596.0,0002106922,2025-11-18,345.0,FNG,0521054A
1003596.0,0002106922,2025-11-18,700.0,FNG,0521054A
1003596.0,0002106922,2025-11-18,700.0,FNG,0521067A
1003596.0,0002106922,2025-11-18,700.0,FNG,0521067A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523034A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523034A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523038A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523038A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523038A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523038A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523038A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523038A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523040A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523040A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523040A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523040A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523047A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523047A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523047A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523047A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523047A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523047A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523055A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523055A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523055A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523055A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523055A
1003596.0,0002106922,2025-11-18,700.0,FNG,0523055A
1003596.0,0002131098,2026-02-02,700.0,FNG,0523002A
1003596.0,0002131098,2026-02-02,595.0,FNG,0523002A
1003596.0,0002131098,2026-02-02,700.0,FNG,0523002A
1003596.0,0002131098,2026-02-02,700.0,FNG,0523002A
1003596.0,0002131098,2026-02-02,700.0,FNG,0523002A
1003596.0,0002131098,2026-02-02,700.0,FNG,0523002A
1003596.0,0002132430,2026-02-03,700.0,FNG,0521019A
1003596.0,0002132430,2026-02-03,700.0,FNG,0521026A
1003596.0,0002132430,2026-02-03,595.0,FNG,0521026A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523016A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523016A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523016A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523016A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523046A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523046A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523046A
1003596.0,0002132430,2026-02-03,700.0,FNG,0523046A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523008A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523008A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523018A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523018A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523018A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523018A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523018A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523018A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523034A
1003597.0,0002128784,2026-01-26,210.0,FNG,0523034A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523039A
1003597.0,0002128784,2026-01-26,700.0,FNG,0523039A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523008A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523008A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523020A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523020A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523034A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523034A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523034A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523039A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523039A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523039A
1003597.0,0002131099,2026-02-02,140.0,FNG,0523039A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523049A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523049A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523050A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523050A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523050A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523050A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523050A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523050A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523051A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523051A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523051A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523051A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523051A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523051A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523056A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523056A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523056A
1003597.0,0002131099,2026-02-02,700.0,FNG,0523056A
1003597.0,0002131099,2026-02-02,700.0,FNG,5521080
1003597.0,0002131099,2026-02-02,700.0,FNG,5521080
1003597.0,0002131099,2026-02-02,700.0,FNG,5521080
1003597.0,0002131099,2026-02-02,700.0,FNG,5521080
1003597.0,0002131099,2026-02-02,700.0,FNG,5521080
1003597.0,0002131099,2026-02-02,700.0,FNG,5521080
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003597.0,0002131099,2026-02-02,700.0,FNG,5521088
1003790.0,0002144041,2025-12-09,88.0,DRY,2006023A
1005312.0,0002144045,2025-12-11,142.0,DRY,2006023D
1005312.0,0002151741,2025-12-28,961.0,DRY,2006023C
1005312.0,0002151741,2025-12-28,1085.0,DRY,2008049B
1005403.0,0002113869,2026-09-01,1875.84,DRY,2008050A
1005403.0,0002113869,2026-09-01,1875.84,DRY,2008050A
1005457.0,0002122952,2025-10-09,66.0,DRY,2004020D
1005459.0,0002146361,2025-12-11,1127.0,DRY,2008049D
1005459.0,0002149438,2025-12-21,865.0,DRY,2006013B
1005459.0,0002149438,2025-12-21,555.0,DRY,2006019C
1005460.0,0002144046,2025-12-08,148.0,DRY,2006019D
1005460.0,0002149439,2025-12-21,305.0,DRY,2008051A
1008373.0,0002146376,2026-03-18,23.0,DRY,2006021B
1008373.0,0002149455,2026-03-25,1735.0,DRY,2006021C
1008373.0,0002149455,2026-03-25,1765.0,DRY,2006021D
1008373.0,0002149455,2026-03-25,1755.0,DRY,2006021D
1008373.0,0002149455,2026-03-25,1775.0,DRY,2006048C
1008373.0,0002149455,2026-03-25,1787.0,DRY,2006052B
1008373.0,0002149455,2026-03-25,1771.0,DRY,2006052C
1008791.0,0002144030,2025-10-27,552.0,RNG,1760001
1008791.0,0002149447,2025-11-07,1275.0,DRY,2006017A
1008791.0,0002149447,2025-11-07,1163.0,DRY,2008051A
1008802.0,0002146365,2025-12-14,263.0,DRY,2006019B
1008837.0,0002149448,2025-12-22,1088.0,DRY,2008049C
1008837.0,0002149448,2025-12-22,862.0,RNG,1640001
1008837.0,0002152192,2025-12-28,1134.0,DRY,2008051B
1008917.0,0002144345,2027-03-02,2074.0,DRY,2006044D
1008917.0,0002144345,2027-03-02,2061.0,DRY,2006044D
1008917.0,0002144345,2027-03-02,2090.0,DRY,2006048A
1008917.0,0002144345,2027-03-02,2077.0,DRY,2006048D
1008917.0,0002144345,2027-03-02,2071.0,DRY,2006048D
1008917.0,0002144345,2027-03-02,2061.0,DRY,2006052D
1008917.0,0002144345,2027-03-02,2097.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2060.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2100.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2099.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2075.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2051.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2034.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2113.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2092.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2128.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2067.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2076.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2039.0,TRK,HOG803555
1008917.0,0002144345,2027-03-02,2097.0,TRK,HOG803555
1009626.0,0002144370,2025-12-05,964.0,FNG,5519055
1010925.0,4966539,2025-10-06,1910.0,FRY,1330090
1010925.0,4966539,2025-10-06,1912.0,FRY,1330090
1010925.0,4966539,2025-10-06,1912.0,FRY,1330090
1010925.0,4966539,2025-10-06,1908.0,FRY,1330090
1010925.0,4966539,2025-10-06,1910.0,FRY,1330090
1010925.0,4966539,2025-10-06,1906.0,FRY,1330090
1010925.0,4966539,2025-10-06,1904.0,FRY,1330090
1010925.0,4966539,2025-10-06,1908.0,FRY,1330090
1010925.0,4966539,2025-10-06,1911.0,FRY,1330090
1010925.0,4966539,2025-10-06,1906.0,FRY,1330090
1010925.0,4966539,2025-10-06,1911.0,FRY,1330090
1010925.0,4966539,2025-10-06,1909.0,RNG,1640001
1010925.0,4966539,2025-10-06,1910.0,RNG,1640001
1010925.0,4966539,2025-10-06,715.0,RNG,1640001
1010925.0,4966539,2025-10-06,1909.0,RNG,1640001
1010925.0,4966539,2025-10-06,1909.0,RNG,1640001
1010925.0,4966539,2025-10-06,1912.0,RNG,1640001
1010925.0,4966539,2025-10-06,1909.0,RNG,1640001
1010925.0,4966542,2025-10-06,1750.0,RNG,1640001
1010925.0,4966542,2025-10-06,1853.0,RNG,1640001
1010925.0,4966542,2025-10-06,1577.0,RNG,1640001
1010925.0,4966542,2025-10-06,1781.0,RNG,1640001
1010925.0,4966542,2025-10-06,1819.0,RNG,1640001
1010925.0,4966542,2025-10-06,1908.0,RNG,1640001
1010925.0,4966542,2025-10-06,1912.0,RNG,1640001
1010925.0,4966542,2025-10-06,1873.0,RNG,1640001
1010925.0,4966542,2025-10-06,1911.0,RNG,1640001
1010925.0,4966542,2025-10-06,1898.0,RNG,1640001
1010925.0,4966542,2025-10-06,1890.0,RNG,1640001
1010925.0,4966542,2025-10-06,1905.0,RNG,1640001
1010925.0,4966542,2025-10-06,1000.0,RNG,1640001
1011121.0,0002150631,2026-03-22,1440.0,FNG,0517053A
1011121.0,0002150631,2026-03-22,1440.0,FNG,0517053A
1011121.0,0002150631,2026-03-22,1440.0,FNG,0517053A
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517005C
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517005C
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517005C
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517019B
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517019B
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517019B
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517019C
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517019C
1011121.0,0002151951,2026-03-25,1440.0,FNG,0517019C
1011121.0,0002151951,2026-03-25,960.0,FNG,0517023B
1011122.0,0002144442,2026-03-07,1440.0,FNG,0517003A
1011122.0,0002144442,2026-03-07,1440.0,FNG,0517003A
1011122.0,0002144442,2026-03-07,1440.0,FNG,0517007B
1011122.0,0002144442,2026-03-07,1440.0,FNG,0517007B
1011122.0,0002144442,2026-03-07,1040.0,FNG,0517013A
1011122.0,0002144442,2026-03-07,880.0,FNG,0517017B
1011123.0,0002151458,2026-03-24,320.0,FNG,0517003B
1011123.0,0002151458,2026-03-24,800.0,FNG,0517005B
1011123.0,0002151458,2026-03-24,1440.0,FNG,0517015B
1011157.0,0002149830,2025-10-13,2000.0,RNG,COOLER14
1011157.0,0002149830,2025-10-13,2300.0,RNG,COOLER14-1
1011157.0,0002149830,2025-10-13,2300.0,RNG,COOLER14-2
1011157.0,0002149830,2025-10-13,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-1
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-1
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-1
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-1
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-1
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002150633,2025-10-14,2300.0,RNG,COOLER14-2
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151078,2025-10-15,2300.0,RNG,COOLER14-1
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151460,2025-10-16,2300.0,RNG,COOLER14
1011157.0,0002151952,2025-10-17,1000.0,RNG,0104011
1011157.0,0002151952,2025-10-17,2300.0,RNG,0104011
1011157.0,0002151952,2025-10-17,2300.0,RNG,0104011
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002151952,2025-10-17,2300.0,RNG,COOLER14-1
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-1
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-1
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-1
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-1
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-2
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-2
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-2
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-2
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-2
1011157.0,0002152525,2025-10-20,2300.0,RNG,COOLER14-2
1011421.0,0002136560,2026-02-11,80.0,FNG,0517001B
1011421.0,0002136560,2026-02-11,520.0,FNG,0517003A
1011421.0,0002136560,2026-02-11,1440.0,FNG,0517013A
1011421.0,0002148344,2026-03-16,1440.0,FNG,0517007A
1011421.0,0002148344,2026-03-16,1440.0,FNG,0517015A
1011421.0,0002148344,2026-03-16,1440.0,FNG,0517015A
1011421.0,0002148344,2026-03-16,1440.0,FNG,0517015A
1011423.0,0002149238,2026-03-18,480.0,FNG,0517013B
1011423.0,0002151079,2026-03-23,640.0,FNG,0517019A
1011423.0,0002151079,2026-03-23,1440.0,FNG,0517037A
1011423.0,0002151079,2026-03-23,1440.0,FNG,0517037A
1011423.0,0002151079,2026-03-23,1440.0,FNG,0517037A
1011423.0,0002151079,2026-03-23,1440.0,FNG,0517037A
1011717.0,0002149440,2026-03-21,562.0,RNG,1640001
1011793.0,0002151954,2025-12-25,1324.0,FNG,5521007
1011793.0,0002151954,2025-12-25,1288.0,FNG,5521007
1011793.0,0002151954,2025-12-25,1352.0,FNG,5521007
1011793.0,0002151954,2025-12-25,1277.0,FNG,5521007
1011793.0,0002151954,2025-12-25,1242.0,FNG,5521007
1011793.0,0002151954,2025-12-25,1201.0,FNG,5521020
1011793.0,0002151954,2025-12-25,1249.0,FNG,5521020
1011793.0,0002151954,2025-12-25,1149.0,FNG,5521020
1011793.0,0002151954,2025-12-25,1289.0,FNG,5521020
1011793.0,0002151954,2025-12-25,1144.0,FNG,5521020
1011793.0,0002151954,2025-12-25,1268.0,FNG,5521020
1011793.0,0002151954,2025-12-25,1204.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,828.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1376.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1299.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1411.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1285.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1318.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1233.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1344.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1297.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1216.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1313.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1258.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1291.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1232.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1198.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1314.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1214.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1276.0,OSW,OUTBOUND
1011793.0,0002151954,2025-12-25,1233.0,OSW,OUTBOUND
1011951.0,0002146366,2025-12-14,77.0,DRY,2006015C
1011996.0,0002149831,2025-10-13,250.0,RNG,COOLER14
1011996.0,0002149831,2025-10-13,200.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002151955,2025-10-17,400.0,RNG,COOLER14-1
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14-1
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14-1
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14-1
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14-1
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14-1
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14-1
1011996.0,0002152526,2025-10-20,400.0,RNG,COOLER14-1
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515044
1012032.0,0002143761,2026-03-04,700.0,FNG,5515053
1012032.0,0002143761,2026-03-04,700.0,FNG,5515053
1012032.0,0002143761,2026-03-04,700.0,FNG,5515053
1012032.0,0002143761,2026-03-04,700.0,FNG,5515053
1012032.0,0002143761,2026-03-04,700.0,FNG,5515053
1012032.0,0002143761,2026-03-04,700.0,FNG,5515053
1012032.0,0002143761,2026-03-04,700.0,FNG,5515053
